sentence=1	But	but	but	CC	O	(h<root> / --LEX--  :ARG2 (m<o>))	contrast-01	(o(s()))	0	ROOT	true
4	participating	_	participate	VBG	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	3	MOD_s	true
5	in	_	in	IN	O	_	person	_	0	IGNORE	true
6	the	_	the	DT	O	_	person	_	0	IGNORE	true
7	interview	_	interview	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	4	APP_o	true
8	reported	_	report	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	0	ROOT	true
9	a	_	a	DT	O	_	person	_	0	IGNORE	true
10	preference	_	preference	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	prefer-01	(s())	8	APP_o	true
11	for	_	for	IN	O	_	and	_	0	IGNORE	true
12	games	_	game	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	10	APP_s	true
13	that	_	that	WDT	O	_	multi-sentence	_	0	IGNORE	true
14	involve	_	involve	VBP	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	12	MOD_o	true
15	problem	_	problem	NN	O	(d<root> / --LEX--)	$LEMMA$	()	14	APP_s	true
16	solving,	_	solving,	NNP	O	_	and	_	0	IGNORE	true
17	recognize	_	recognize	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	35	APP_op2	true
18	the	_	the	DT	O	_	contrast-01	_	0	IGNORE	true
19	need	_	need	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	17	APP_s	true
20	to	_	to	TO	O	_	thing	_	0	IGNORE	true
21	plan	_	plan	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	19	APP_s	true
22	actions	_	action	NNS	O	(d<root> / --LEX--)	act-02	()	21	APP_s	true
23	in	_	in	IN	O	_	cause-01	_	0	IGNORE	true
24	relation	_	relation	NN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	relate-01	(s(), o())	8	MOD_s	true
25	to	_	to	IN	O	_	and	_	0	IGNORE	true
26	their	_	they	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
27	importance	_	importance	NN	O	(r<root> / --LEX--  :ARG1 (w<s>)  :topic-of (a<mod>))	important	(mod(), s())	22	MOD_mod	true
28	for	_	for	IN	O	_	thing	_	0	IGNORE	true
29	the	_	the	DT	O	_	person	_	0	IGNORE	true
30	game	_	game	NN	O	(d<root> / --LEX--)	$LEMMA$	()	31	APP_op1	true
31	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	27	APP_s	true
32	for	_	for	IN	O	_	and	_	0	IGNORE	true
33	daily	_name_	daily	JJ	O	(t<root> / temporal-quantity  :unit (m / --LEX--))	day	()	31	APP_op2	true
34	activities,	_	activities,	NNS	O	_	and	_	0	IGNORE	true
35	and	_	and	CC	O	(a<root> / --LEX--  :op2 (s<op2>)  :op1 (l<op1>)  :op3 (s2<op3>))	$LEMMA$	(op2(), op1(), op3())	8	MOD_op1	true
36	realize	_	realize	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	35	APP_op3	true
37	improvements	_	improvement	NNS	O	(s<root> / --LEX--  :ARG1 (p<s>))	improve-01	(s())	36	APP_s	true
38	in	_	in	IN	O	_	thing	_	0	IGNORE	true
39	the	_	the	DT	O	_	thing	_	0	IGNORE	true
40	ability	_	ability	NN	O	(s<root> / --LEX--  :ARG2 (g<s>))	capable-01	(s())	37	APP_s	true
41	to	_	to	TO	O	_	thing	_	0	IGNORE	true
42	sustain	_	sustain	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	40	APP_s	true
43	attention	_	attention	NN	O	(d<root> / --LEX--)	attend-02	()	42	APP_s	true
44	.	_	.	.	O	_	thing	_	0	IGNORE	true

nodealignment=[43@@d@@attend-02, 14@@s@@involve-01, 31@@a@@and, 33@@t@@temporal-quantity, 42@@s@@sustain-01, 33@@m@@day, 7@@d@@interview-01, 4@@s@@participate-01, 27@@r@@important, 3@@e2@@study-01, 10@@s@@prefer-01, 12@@d@@game, 30@@d@@game, 19@@s@@need-01, 17@@s@@recognize-01, 15@@d@@problem, 3@@p2@@person, 21@@s@@plan-01, 40@@s@@capable-01, 22@@d@@act-02, 37@@s@@improve-01, 24@@s@@relate-01, 36@@s@@realize-01, 8@@s@@report-01, 35@@a@@and]
sentence=1	It	it	It	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_s	true
2	introduces	_	introduce	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	0	ROOT	true
3	errors	_	error	NNS	O	(o<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (s<o>))	$LEMMA$	(o(s()))	2	APP_o	true
4	in	_	in	IN	O	_	cause-01	_	0	IGNORE	true
5	the	_	the	DT	O	_	and	_	0	IGNORE	true
6	processing	_	processing	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	process-01	(s())	3	APP_o	true
7	of	_	of	IN	O	_	thing	_	0	IGNORE	true
8	geometries,	_	geometries,	NNP	O	_	$LEMMA$	_	0	IGNORE	true
9	manipulating	_	manipulate	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	3	APP_s	true
10	the	_	the	DT	O	_	mean-01	_	0	IGNORE	true
11	result	_	result	NN	O	(s<root> / --LEX--  :ARG2 (g<s>))	$LEMMA$-01	(s())	9	APP_s	true
12	of	_	of	IN	O	_	thing	_	0	IGNORE	true
13	the	_	the	DT	O	_	person	_	0	IGNORE	true
14	operations	_	operation	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	11	APP_s	true
15	that	_	that	WDT	O	_	cause-01	_	0	IGNORE	true
16	carry	_	carry	VBP	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-out-03	(s(), o())	14	MOD_s	true
17	out	_	out	RP	O	_	thing	_	0	IGNORE	true
18	the	_	the	DT	O	_	thing	_	0	IGNORE	true
19	verification	_	verification	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	indicate-01	(s())	16	APP_o	true
20	of	_	of	IN	O	_	-	_	0	IGNORE	true
21	different	_	different	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	differ-02	(s())	23	MOD_s	true
22	topological	_	topological	JJ	O	(d<root> / --LEX--)	$LEMMA$	()	23	APP_s	true
23	restrictions	_	restriction	NNS	O	(s<root> / --LEX--  :ARG1 (p<s>))	restrict-01	(s())	19	APP_s	true
24	between	_	between	IN	O	_	$LEMMA$	_	0	IGNORE	true
25	geometries,	_	geometries,	NNP	O	_	and	_	0	IGNORE	true
26	such	_	such	JJ	O	_	and	_	0	IGNORE	true
27	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
28	intersects,	_	intersects,	NNS	O	_	mean-01	_	0	IGNORE	true
29	covers	_	cover	NNS	O	(d<root> / --LEX--)	$LEMMA$-01	()	30	APP_op1	true
30	or	_	or	CC	O	(a<root> / --LEX--  :op1 (e<op1>)  :op2 (o2<op2>)  :example-of (r<mod>))	$LEMMA$	(op2(), op1(), mod())	23	MOD_mod	true
31	overlap	_	overlap	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	30	APP_op2	true
32	.	_	.	.	O	_	and	_	0	IGNORE	true

nodealignment=[14@@d@@operation, 11@@s@@result-01, 3@@o@@error, 9@@s@@manipulate-01, 23@@s@@restrict-01, 6@@s@@process-01, 1@@d@@It, 29@@d@@cover-01, 21@@s@@differ-02, 30@@a@@or, 22@@d@@topological, 31@@d@@overlap-01, 19@@s@@indicate-01, 16@@s@@carry-out-03, 2@@s@@introduce-01]
sentence=1	I	i	I	PRP	O	(d<root> / --LEX--)	$REPL$	()	2	APP_s	true
2	have	_	have	VBP	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-03	(s(), o())	0	ROOT	true
3	another	_	another	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	4	MOD_mod	true
4	styler	_	styler	NN	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_o	true
5	as	_	as	IN	O	_	and	_	0	IGNORE	true
6	well,	_	well,	NNP	O	_	and	_	0	IGNORE	true
7	which	_	which	WDT	O	_	i	_	0	IGNORE	true
8	is	_	be	VBZ	O	_	i	_	0	IGNORE	true
9	a	_	a	DT	O	_	c$LEMMA$use-01	_	0	IGNORE	true
10	gel	_	gel	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	4	MOD_mod	true
11	.	_	.	.	O	_	mean-01	_	0	IGNORE	true

nodealignment=[3@@p@@another, 2@@s@@have-03, 4@@d@@styler, 10@@p@@gel, 1@@d@@i]
sentence=1	Savage's	_name_	savage's	NN	O	(n<root> / newspaper  :name (n2 / --LEX--))	_NAME_	()	2	APP_s	true
2	readers	_	reader	NNS	O	(s<root> / --LEX--  :ARG0 (y<s>))	read-01	(s())	3	APP_s	true
3	voted	_	vote	VBD	O	(c<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (m<o>))	$LEMMA$-01	(o(s()))	0	ROOT	true
4	to	_	to	TO	O	_	thing	_	0	IGNORE	true
5	define	_	define	VB	O	(b<root> / --LEX--  :ARG1 (i<o>)  :ARG2 (h<o2>)  :ARG0 (a<s>))	$LEMMA$-01	(o2(), s(), o())	3	APP_o	true
6	santorum	_	santorum	NNP	O	(p<root> / person  :name (n / --LEX--))	_NAME_	()	5	APP_o	true
7	as;	_	as;	NNP	O	_	thing	_	0	IGNORE	true
8	"the	_	"the	NNP	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	3	MOD_mod	true
9	frothy	_	frothy	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	10	MOD_mod	true
10	mixture	_	mixture	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	mix-01	(s())	5	APP_o2	true
11	of	_	of	IN	O	_	name	_	0	IGNORE	true
12	lube	_	lube	NN	O	(d<root> / --LEX--)	$LEMMA$	()	13	APP_op1	true
13	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	10	APP_s	true
14	fecal	_	fecal	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	15	MOD_mod	true
15	matter	_	matter	NN	O	(d<root> / --LEX--)	$LEMMA$	()	13	APP_op2	true
16	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
17	is	_	be	VBZ	O	_	person	_	0	IGNORE	true
18	sometimes	_	sometimes	RB	O	(o<root> / --LEX--  :frequency-of (m<mod>))	$LEMMA$	(mod())	20	MOD_mod	true
19	the	_	the	DT	O	_	$LEMMA$	_	0	IGNORE	true
20	byproduct	_	byproduct	NN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$	(s(), o())	10	MOD_o	true
21	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
22	anal	_	anal	JJ	O	(t<root> / --LEX--  :manner-of (h<mod>))	$LEMMA$	(mod())	20	MOD_mod	true
23	sex.	_	sex.	NN	O	_	$LEMMA$	_	0	IGNORE	true
24	"	_	"	''	O	_	-	_	0	IGNORE	true

nodealignment=[5@@b@@define-01, 2@@s@@read-01, 3@@c@@vote-01, 20@@s@@byproduct, 1@@n2@@_NAME_, 18@@o@@sometimes, 6@@n@@_NAME_, 14@@p@@fecal, 13@@a@@and, 10@@s@@mix-01, 15@@d@@matter, 6@@p@@person, 12@@d@@lube, 8@@p@@"the, 1@@n@@newspaper, 9@@p@@frothy, 22@@t@@anal]
sentence=1	The	the	the	DT	O	_	person	_	0	IGNORE	true
2	result	_	result	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	3	APP_s	true
3	indicates	_	indicate	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	0	ROOT	true
4	significant	_	significant	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	5	MOD_s	true
5	improvement	_	improvement	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	improve-01	(s())	3	APP_o	true
6	in	_	in	IN	O	_	and	_	0	IGNORE	true
7	the	_	the	DT	O	_	and	_	0	IGNORE	true
8	performance	_	performance	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	perform-02	(s())	5	APP_s	true
9	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
10	the	_	the	DT	O	_	thing	_	0	IGNORE	true
11	sustained	_	sustained	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	sustain-01	(s())	12	MOD_s	true
12	attention	_	attention	NN	O	(d<root> / --LEX--)	attend-02	()	8	APP_s	true
13	in	_	in	IN	O	_	i	_	0	IGNORE	true
14	the	_	the	DT	O	_	person	_	0	IGNORE	true
15	test,	_	test,	NNS	O	_	$LEMMA$	_	0	IGNORE	true
16	as	_	as	RB	O	_	and	_	0	IGNORE	true
17	well	_	well	RB	O	_	$LEMMA$	_	0	IGNORE	true
18	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
19	a	_	a	DT	O	_	1	_	0	IGNORE	true
20	high	_	high	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	21	MOD_s	true
21	dispersion,	_	dispersion,	NNS	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	include-91	(s(), o())	3	MOD_o	true
22	which	_	which	WDT	O	_	$LEMMA$	_	0	IGNORE	true
23	reveals	_	reveal	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	20	MOD_s	true
24	a	_	a	DT	O	_	1	_	0	IGNORE	true
25	variation	_	variation	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	differ-02	(s())	23	APP_o	true
26	in	_	in	IN	O	_	instead-of-91	_	0	IGNORE	true
27	relation	_	relation	NN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	relate-01	(s(), o())	3	MOD_s	true
28	to	_	to	IN	O	_	thing	_	0	IGNORE	true
29	the	_	the	DT	O	_	thing	_	0	IGNORE	true
30	performance	_	performance	NN	O	(d<root> / --LEX--)	$LEMMA$	()	25	APP_s	true
31	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[25@@s@@differ-02, 20@@s@@high-02, 11@@s@@sustain-01, 30@@d@@performance, 5@@s@@improve-01, 21@@s@@include-91, 12@@d@@attend-02, 27@@s@@relate-01, 23@@s@@reveal-01, 3@@s@@indicate-01, 2@@d@@result-01, 8@@s@@perform-02, 4@@s@@significant-02]
sentence=1	psychologists	_	psychologist	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	3	APP_s	true
2	have	_	have	VBP	O	_	person	_	0	IGNORE	true
3	examined	_	examine	VBN	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	0	ROOT	true
4	the	_	the	DT	O	_	and	_	0	IGNORE	true
5	mental	_	mental	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	mind	(mod())	6	MOD_mod	true
6	processes	_	process	NNS	O	(d<root> / --LEX--)	$LEMMA$-02	()	3	APP_o	true
7	that	_	that	WDT	O	_	thing	_	0	IGNORE	true
8	underpin	_	underpin	VBP	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	6	MOD_s	true
9	conscious	_	conscious	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	12	MOD_mod	true
10	and	_	and	CC	O	_	$LEMMA$	_	0	IGNORE	true
11	unconscious	_	unconscious	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	12	MOD_mod	true
12	biases	_	bias	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	8	APP_o	true
13	[6]	_	[6]	XX	O	_	thing	_	0	IGNORE	true
14	;	_	;	.	O	_	and	_	0	IGNORE	true

nodealignment=[1@@d@@psychologist, 3@@s@@examine-01, 12@@d@@bias, 8@@s@@underpin-01, 6@@d@@process-02, 11@@p@@unconscious, 5@@p@@mind, 9@@p@@conscious]
sentence=1	Most	most	Most	JJS	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	5	MOD_mod	true
2	of	_	of	IN	O	(s<root> / --LEX--  :ARG1 (p<s>))	include-91	(s())	1	MOD_s	true
3	the,	_	the,	NNS	O	_	expressive	_	0	IGNORE	true
4	uh,	_	uh,	JJ	O	_	-	_	0	IGNORE	true
5	contractors	_	contractor	NNS	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$	(s())	17	MOD_s	true
6	here	_	here	RB	O	(b<root> / --LEX--  :location-of (h<mod>))	$LEMMA$	(mod())	10	MOD_mod	true
7	in	_	in	IN	O	_	have-org-role-91	_	0	IGNORE	true
8	town,	_	town,	NNP	O	_	_NAME_	_	0	IGNORE	true
9	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
10	are	_	be	VBP	O	(d<root> / --LEX--)	person	()	15	APP_s	true
11	independents	_	independent	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	12	APP_o	true
12	like	_	like	IN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	resemble-01	(s(), o())	15	MOD_s	true
13	Mitchell,	_name_	mitchell,	CD	O	_	_NAME_	_	0	IGNORE	true
14	don't	_	don't	VB	O	(explicitanon0<root> / --LEX--  :polarity-of (e<mod>))	-	(mod())	15	MOD_mod	true
15	know	_	know	VB	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	0	ROOT	true
16	how	_	how	WRB	O	_	amr-unknown	_	0	IGNORE	true
17	to	_	to	TO	O	(t<root> / --LEX--  :manner-of (h<mod>))	thing	(mod())	15	MOD_mod	true
18	do	_	do	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	15	APP_o	true
19	prevailing	_	prevail	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	20	MOD_s	true
20	wage	_	wage	NN	O	(d<root> / --LEX--)	$LEMMA$	()	21	APP_s	true
21	statements	_	statement	NNS	O	(s<root> / --LEX--  :ARG1 (p<s>))	state-01	(s())	18	APP_s	true
22	.	_	.	.	O	_	thing	_	0	IGNORE	true

nodealignment=[6@@b@@here, 18@@s@@do-02, 12@@s@@resemble-01, 5@@s@@contractor, 14@@explicitanon0@@-, 11@@d@@independent, 19@@s@@prevail-02, 15@@s@@know-01, 17@@t@@thing, 10@@d@@person, 2@@s@@include-91, 20@@d@@wage, 21@@s@@state-01, 1@@p@@Most]
sentence=1	These	these	these	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	this	(mod())	2	MOD_mod	true
2	operators	_	operator	NNS	O	(d<root> / --LEX--)	operate-01	()	3	APP_s	true
3	reproduce	_	reproduce	VBP	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	0	ROOT	true
4	programming	_	programming	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	program-01	(mod())	5	MOD_mod	true
5	errors	_	error	NNS	O	(d<root> / --LEX--)	err-01	()	3	APP_o	true
6	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
7	are	_	be	VBP	O	_	possible-01	_	0	IGNORE	true
8	litely	_	litely	JJ	O	_	lot	_	0	IGNORE	true
9	to	_	to	TO	O	_	thing	_	0	IGNORE	true
10	occur	_	occur	VB	O	_	event	_	0	IGNORE	true
11	during	_	during	IN	O	_	i	_	0	IGNORE	true
12	the	_	the	DT	O	_	he	_	0	IGNORE	true
13	development	_	development	NN	O	(s<root> / --LEX--  :ARG1 (d<s>)  :time-of (m<mod>))	develop-02	(mod(), s())	5	MOD_mod	true
14	of	_	of	IN	O	_	thing	_	0	IGNORE	true
15	this	_	this	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	16	MOD_mod	true
16	type	_	type	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	18	MOD_mod	true
17	of	_	of	IN	O	_	thing	_	0	IGNORE	true
18	applications	_	application	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	13	APP_s	true
19	.	_	.	.	O	_	thing	_	0	IGNORE	true

nodealignment=[18@@d@@application, 1@@p@@this, 3@@s@@reproduce-01, 2@@d@@operate-01, 4@@p@@program-01, 13@@s@@develop-02, 5@@d@@err-01, 15@@p@@this, 16@@p@@type]
sentence=1	Open	open	open	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-04	(s())	3	MOD_s	true
2	Educational	educational	Educational	NNP	O	(p<root> / --LEX--  :mod-of (s<mod>))	educate-01	(mod())	3	MOD_mod	true
3	Resources	resources	Resources	NNPS	O	(d<root> / --LEX--)	$LEMMA$	()	10	APP_dom	true
4	(OER)	(oer)	(oer)	NN	O	_	mean-01	_	0	IGNORE	true
5	are	_	be	VBP	O	_	mean-01	_	0	IGNORE	true
6	teaching,	_	teaching,	CD	O	_	and	_	0	IGNORE	true
7	learning,	_	learning,	NNS	O	_	and	_	0	IGNORE	true
8	and	_	and	CC	O	_	$LEMMA$	_	10	IGNORE	true
9	research	_	research	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$-01	(mod())	10	MOD_mod	true
10	materials	_	material	NNS	O	(r<root> / --LEX--  :domain (q<dom>))	$LEMMA$	(dom())	0	ROOT	true
11	in	_	in	IN	O	_	i	_	0	IGNORE	true
12	any	_	any	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	13	MOD_mod	true
13	medium	_	medium	NN	O	(m<root> / --LEX--  :instrument-of (f<mod>))	$LEMMA$	(mod())	10	MOD_mod	true
14	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
15	reside	_	reside	VBP	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	10	MOD_s	true
16	in	_	in	IN	O	_	$LEMMA$	_	0	IGNORE	true
17	the	_	the	DT	O	_	person	_	0	IGNORE	true
18	public	_	public	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$	(s())	19	MOD_s	true
19	domain	_	domain	NN	O	(d<root> / --LEX--)	$LEMMA$	()	15	APP_o	true
20	or	_	or	CC	O	_	$LEMMA$	_	10	IGNORE	true
21	have	_	have	VBP	O	_	cause-01	_	0	IGNORE	true
22	been	_	be	VBN	O	_	$LEMMA$-located-at-91	_	0	IGNORE	true
23	released	_	release	VBN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	10	MOD_s	true
24	under	_	under	IN	O	_	$LEMMA$	_	0	IGNORE	true
25	an	_	an	DT	O	_	-	_	0	IGNORE	true
26	open	_	open	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-04	(s())	27	MOD_s	true
27	license	_	license	NN	O	(t<root> / --LEX--  :manner-of (h<mod>))	$LEMMA$	(mod())	23	MOD_mod	true
28	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
29	permits	_	permit	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	27	MOD_s	true
30	their	_	they	PRP$	O	_	person	_	0	IGNORE	true
31	free	_	free	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-04	(s())	32	MOD_s	true
32	use	_	use	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	33	APP_op1	true
33	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	29	APP_o	true
34	re-purposing	_	re-purpose	VBG	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	33	APP_op2	true
35	by	_	by	IN	O	_	-	_	0	IGNORE	true
36	others	_	other	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	34	APP_s	true
37	.	_	.	.	O	_	person	_	0	IGNORE	true

nodealignment=[2@@p@@educate-01, 12@@p@@any, 23@@s@@release-01, 33@@a@@and, 15@@s@@reside-01, 27@@t@@license, 18@@s@@public, 29@@s@@permit-01, 31@@s@@free-04, 34@@s@@re-purpose-01, 32@@d@@use-01, 26@@s@@open-04, 10@@r@@material, 3@@d@@Resources, 36@@d@@other, 9@@p@@research-01, 1@@s@@open-04, 13@@m@@medium, 19@@d@@domain]
sentence=1	All	all	all	PDT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	4	MOD_mod	true
2	these	_	these	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	this	(mod())	4	MOD_mod	true
3	decisions	_	decision	NNS	O	(d<root> / --LEX--)	decide-01	()	4	APP_op1	true
4	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	7	APP_s	true
5	actions	_	action	NNS	O	(d<root> / --LEX--)	act-02	()	4	APP_op2	true
6	are	_	be	VBP	O	_	monetary-quantity	_	0	IGNORE	true
7	designed	_	design	VBN	O	(f<root> / --LEX--  :ARG3 (r<o>)  :ARG1 (y<s>))	$LEMMA$-01	(o(s()))	0	ROOT	true
8	to	_	to	TO	O	_	have-purpose-91	_	0	IGNORE	true
9	limit	_	limit	VB	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	7	APP_o	true
10	the	_	the	DT	O	_	-	_	0	IGNORE	true
11	spread	_	spread	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-03	(s())	9	APP_o	true
12	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
13	any	_	any	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	16	MOD_mod	true
14	sporadic	_	sporadic	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	16	MOD_mod	true
15	COVID-19	_name_	COVID-19	NNP	O	(p<root> / --LEX--  :mod-of (s<mod>))	_NAME_	(mod())	16	MOD_mod	true
16	cases	_	case	NNS	O	(d<root> / --LEX--)	$LEMMA$-04	()	11	APP_s	true
17	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
18	might	_	may	MD	O	(s<root> / --LEX--  :ARG1 (p<s>))	possible-01	(s())	19	MOD_s	true
19	arrive	_	arrive	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	16	MOD_s	true
20	in	_	in	IN	O	_	elect-01	_	0	IGNORE	true
21	New_Zealand	_name_	Zealand	NNP	O	(c<root> / country  :name (n / --LEX--)  :location-of (l<mod>))	_NAME_	(mod())	19	MOD_mod	true
22	.	_	.	.	O	_	_NAME_	_	0	IGNORE	true

